"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","CONFLICT_STATUS","DATA_FEED","COUNT_STATUS_PER_FEED"
11,2020,,,"PENDING","PI_SM",22
11,2020,12,2020,"IGNORED","AMSA",1
11,2020,12,2020,"IGNORED","KR",1
11,2020,12,2020,"MANUAL UPDATE","RINA",11
11,2020,,,"PENDING","RINA",38
11,2020,2,2021,"IGNORED","VCT",1
12,2020,12,2020,"IGNORED","BV",53
12,2020,12,2020,"IGNORED","PI_WE",30
12,2020,12,2020,"IGNORED VALUE","LUX",1
12,2020,,,"PENDING","AMSA",10
12,2020,12,2020,"MANUAL UPDATE","PI_AM",4
12,2020,12,2020,"IGNORED","VUT",1
12,2020,2,2021,"MANUAL UPDATE","BV",2
12,2020,,,"PENDING","IR",20
12,2020,12,2020,"IGNORED","AB",1
12,2020,12,2020,"MANUAL UPDATE","PI_JS",3
12,2020,12,2020,"IGNORED VALUE","PI_JS",1
12,2020,,,"PENDING","TU",24
12,2020,1,2021,"MANUAL UPDATE","PI_WE",4
12,2020,12,2020,"IGNORED","DB",8
12,2020,12,2020,"IGNORED","PI_GA",7
12,2020,,,"PENDING","BK",6
12,2020,12,2020,"IGNORED","VN",2
12,2020,12,2020,"IGNORED","UKR",2
12,2020,1,2021,"MANUAL UPDATE","MHL",7
12,2020,,,"PENDING","MB",2
12,2020,12,2020,"IGNORED","MB",2
1,2021,1,2021,"IGNORED","PI_AM",22
1,2021,1,2021,"MANUAL UPDATE","PI_AM",12
1,2021,1,2021,"MANUAL UPDATE","BV",56
1,2021,1,2021,"IGNORED","PI_SK",19
1,2021,,,"PENDING","KR",21
1,2021,1,2021,"IGNORED","VCT",4
1,2021,1,2021,"MANUAL UPDATE","LBR",15
1,2021,2,2021,"MANUAL UPDATE","LBR",1
1,2021,,,"PENDING","RINA",11
1,2021,1,2021,"MANUAL UPDATE","NK",45
1,2021,1,2021,"MANUAL UPDATE","PI_WE",37
1,2021,,,"PENDING","DMA",1
1,2021,1,2021,"IGNORED VALUE","CS",2
1,2021,1,2021,"IGNORED","PI_SM",38
1,2021,1,2021,"MANUAL UPDATE","PLW",2
1,2021,2,2021,"IGNORED","MHL",1
1,2021,2,2021,"IGNORED","PI_SK",14
1,2021,2,2021,"MANUAL UPDATE","TGO",2
1,2021,2,2021,"IGNORED","FRO",9
1,2021,2,2021,"MANUAL UPDATE","FRO",1
2,2021,2,2021,"IGNORED","PLW",2
2,2021,,,"PENDING","CS",25
2,2021,2,2021,"MANUAL UPDATE","LBR",21
2,2021,,,"PENDING","MHL",20
2,2021,,,"PENDING","IOM",1
2,2021,2,2021,"MANUAL UPDATE","PI_AM",9
2,2021,2,2021,"IGNORED","KI",1
2,2021,2,2021,"IGNORED","LR",18
2,2021,,,"PENDING","NG",191
2,2021,2,2021,"IGNORED","PI_JS",3
2,2021,,,"PENDING","FRA",28
2,2021,2,2021,"MANUAL UPDATE","LR",3
2,2021,2,2021,"MANUAL UPDATE","MLT",1
2,2021,2,2021,"MANUAL UPDATE","RINA",2
2,2021,,,"PENDING","KI",23
1,2020,1,2020,"IGNORED","NIS",6
1,2020,1,2020,"MANUAL UPDATE","TUV",1
1,2020,1,2020,"IGNORED","LBR",28
1,2020,1,2020,"MANUAL UPDATE","PI_AM",9
1,2020,9,2020,"IGNORED","PI_AM",1
1,2020,3,2020,"IGNORED","PI_GA",121
1,2020,4,2020,"IGNORED","PI_GA",20
1,2020,6,2020,"IGNORED","PI_GA",1
1,2020,9,2020,"IGNORED","PI_GA",6
1,2020,4,2020,"MANUAL UPDATE","PI_GA",3
1,2020,1,2020,"IGNORED","ML",2
1,2020,3,2020,"IGNORED","TU",1
1,2020,1,2020,"IGNORED","TU",5
1,2020,11,2020,"IGNORED","LBR",1
1,2020,,,"PENDING","PI_SK",1
1,2020,2,2020,"IGNORED","BV",19
1,2020,5,2020,"MANUAL UPDATE","BV",3
1,2020,3,2020,"MANUAL UPDATE","DB",2
1,2020,1,2020,"IGNORED","CYP",4
1,2020,4,2020,"IGNORED","PH",2
1,2020,1,2020,"IGNORED","RINA",25
1,2020,,,"PENDING","GEO",4
1,2020,2,2020,"IGNORED","GEO",4
1,2020,3,2020,"MANUAL UPDATE","MHL",28
1,2020,9,2020,"MANUAL UPDATE","MHL",3
1,2020,2,2020,"MANUAL UPDATE","CS",1
1,2020,3,2020,"IGNORED","IR",2
1,2020,2,2020,"MANUAL UPDATE","NK",5
1,2020,3,2020,"IGNORED","PI_JS",7
1,2020,1,2020,"MANUAL UPDATE","NK",4
1,2020,3,2020,"MANUAL UPDATE","AMSA",4
1,2020,1,2020,"MANUAL UPDATE","AMSA",1
1,2020,3,2020,"IGNORED","AMSA",3
1,2020,6,2020,"MANUAL UPDATE","NIS",1
1,2020,1,2020,"IGNORED","VUT",4
1,2020,7,2020,"MANUAL UPDATE","NG",2
1,2020,7,2020,"MANUAL UPDATE","RINA",1
1,2020,6,2020,"MANUAL UPDATE","PI_SM",1
1,2020,7,2020,"IGNORED","GIBSONS",2
1,2020,1,2020,"IGNORED","GIBSONS",1
1,2020,1,2020,"MANUAL UPDATE","RINA",5
1,2020,1,2020,"IGNORED","FRA",1
1,2020,9,2020,"IGNORED","BLACKSEA",1
1,2020,2,2020,"IGNORED","COK",15
1,2020,,,"PENDING","COK",13
1,2020,1,2020,"IGNORED","PLW",13
1,2020,,,"PENDING","PLW",4
1,2020,8,2020,"MANUAL UPDATE","PLW",1
1,2020,6,2020,"IGNORED","KP",1
1,2020,1,2020,"IGNORED","SYC",2
2,2020,3,2020,"IGNORED","PI_AM",6
2,2020,2,2020,"IGNORED","PI_AM",23
2,2020,4,2020,"MANUAL UPDATE","PI_AM",3
2,2020,4,2020,"IGNORED","PI_AM",1
2,2020,8,2020,"MANUAL UPDATE","BV",2
2,2020,5,2020,"IGNORED","BV",1
2,2020,2,2020,"IGNORED","VUT",6
2,2020,3,2020,"MANUAL UPDATE","TU",2
2,2020,2,2020,"IGNORED","TU",9
2,2020,9,2020,"IGNORED","LBR",6
2,2020,4,2020,"MANUAL UPDATE","NK",5
2,2020,2,2020,"MANUAL UPDATE","PI_WE",13
2,2020,8,2020,"MANUAL UPDATE","PI_WE",3
2,2020,2,2020,"IGNORED","PI_WE",58
2,2020,3,2020,"MANUAL UPDATE","PI_WE",5
2,2020,3,2020,"IGNORED","NK",10
2,2020,8,2020,"IGNORED","CS",1
2,2020,2,2020,"MANUAL UPDATE","NIS",5
2,2020,3,2020,"MANUAL UPDATE","VN",1
2,2020,3,2020,"IGNORED","NG",23
2,2020,,,"PENDING","NG",9
2,2020,2,2020,"MANUAL UPDATE","NG",8
2,2020,5,2020,"MANUAL UPDATE","NG",2
2,2020,2,2020,"MANUAL UPDATE","MLT",1
2,2020,7,2020,"MANUAL UPDATE","NG",1
2,2020,5,2020,"IGNORED","NG",2
2,2020,2,2020,"IGNORED","VN",14
2,2020,2,2020,"MANUAL UPDATE","AMSA",1
2,2020,,,"PENDING","TUR",51
2,2020,8,2020,"IGNORED","CYP",1
2,2020,2,2020,"IGNORED","DMA",1
2,2020,9,2020,"MANUAL UPDATE","PI_ST",3
2,2020,6,2020,"MANUAL UPDATE","PI_ST",1
2,2020,4,2020,"MANUAL UPDATE","DB",3
2,2020,4,2020,"IGNORED","PI_SM",4
2,2020,6,2020,"MANUAL UPDATE","MB",1
2,2020,3,2020,"IGNORED","MB",1
2,2020,,,"PENDING","LUX",3
2,2020,4,2020,"IGNORED","IR",1
3,2020,3,2020,"IGNORED","VCT",12
3,2020,3,2020,"IGNORED","VN",32
3,2020,3,2020,"IGNORED","NK",89
3,2020,3,2020,"MANUAL UPDATE","LBR",24
3,2020,5,2020,"IGNORED","LBR",2
3,2020,9,2020,"MANUAL UPDATE","LBR",1
3,2020,6,2020,"MANUAL UPDATE","MHL",4
3,2020,3,2020,"MANUAL UPDATE","MHL",7
3,2020,8,2020,"IGNORED","BV",1
3,2020,,,"PENDING","VUT",1
3,2020,5,2020,"IGNORED","DMA",1
3,2020,8,2020,"IGNORED","BLACKSEA",43
3,2020,7,2020,"MANUAL UPDATE","NK",2
3,2020,11,2020,"IGNORED","PI_WE",2
3,2020,9,2020,"IGNORED","PI_WE",17
3,2020,,,"PENDING","NG",18
3,2020,10,2020,"IGNORED","PI_WE",1
3,2020,9,2020,"MANUAL UPDATE","PI_WE",1
3,2020,6,2020,"MANUAL UPDATE","PI_WE",1
3,2020,3,2020,"MANUAL UPDATE","KR",7
3,2020,3,2020,"IGNORED","CYP",12
3,2020,,,"PENDING","NIS",11
3,2020,8,2020,"MANUAL UPDATE","VN",1
3,2020,4,2020,"IGNORED","VN",1
3,2020,9,2020,"MANUAL UPDATE","PI_ST",3
3,2020,5,2020,"IGNORED","PI_ST",1
3,2020,4,2020,"MANUAL UPDATE","NG",4
3,2020,8,2020,"MANUAL UPDATE","MLT",1
3,2020,3,2020,"MANUAL UPDATE","CYP",1
3,2020,8,2020,"MANUAL UPDATE","PI_SM",3
3,2020,4,2020,"IGNORED","PI_SM",9
3,2020,12,2020,"MANUAL UPDATE","PI_SM",1
4,2020,4,2020,"IGNORED","KR",17
4,2020,4,2020,"IGNORED","PI_SK",95
4,2020,9,2020,"IGNORED","LBR",6
4,2020,6,2020,"IGNORED","BLACKSEA",19
4,2020,8,2020,"IGNORED","IB",1
4,2020,6,2020,"MANUAL UPDATE","PI_AM",4
4,2020,4,2020,"IGNORED","VUT",4
4,2020,9,2020,"IGNORED","BV",3
4,2020,5,2020,"IGNORED","BV",14
4,2020,4,2020,"IGNORED","PH",6
4,2020,5,2020,"MANUAL UPDATE","AMSA",1
4,2020,5,2020,"IGNORED","TUR",2
4,2020,11,2020,"IGNORED","NK",1
4,2020,9,2020,"IGNORED","NK",7
4,2020,4,2020,"MANUAL UPDATE","NK",3
4,2020,8,2020,"MANUAL UPDATE","PI_WE",6
4,2020,5,2020,"MANUAL UPDATE","PI_WE",4
4,2020,5,2020,"IGNORED","TU",60
4,2020,9,2020,"IGNORED","DB",1
4,2020,6,2020,"MANUAL UPDATE","DB",1
4,2020,8,2020,"IGNORED","VDM",2
4,2020,6,2020,"IGNORED","IR",1
4,2020,6,2020,"MANUAL UPDATE","IR",1
4,2020,4,2020,"MANUAL UPDATE","PI_ST",1
4,2020,6,2020,"IGNORED","PI_ST",4
4,2020,1,2021,"IGNORED","PI_ST",2
4,2020,4,2020,"IGNORED VALUE","KR",1
4,2020,,,"PENDING","PI_SK",407
4,2020,10,2020,"MANUAL UPDATE","PI_SK",2
4,2020,9,2020,"IGNORED","NG",4
4,2020,7,2020,"IGNORED","NG",1
4,2020,4,2020,"MANUAL UPDATE","TGO",3
4,2020,,,"PENDING","PI_GA",43
4,2020,7,2020,"MANUAL UPDATE","PI_GA",2
4,2020,9,2020,"MANUAL UPDATE","PI_GA",12
4,2020,8,2020,"MANUAL UPDATE","KNA",5
4,2020,,,"PENDING","KNA",6
4,2020,,,"PENDING","PLW",12
4,2020,,,"PENDING","PI_SM",37
4,2020,4,2020,"IGNORED VALUE","PI_SM",1
4,2020,5,2020,"IGNORED","IB",1
4,2020,6,2020,"IGNORED","CS",4
4,2020,4,2020,"IGNORED","CAN",3
4,2020,9,2020,"IGNORED","LUX",1
4,2020,6,2020,"MANUAL UPDATE","HRV",1
4,2020,6,2020,"IGNORED","TGO",3
4,2020,4,2020,"IGNORED","DMA",1
4,2020,9,2020,"IGNORED","KP",73
4,2020,6,2020,"IGNORED","KP",48
4,2020,,,"PENDING","KP",9
5,2020,5,2020,"IGNORED","PLW",4
5,2020,8,2020,"MANUAL UPDATE","LBR",4
5,2020,5,2020,"MANUAL UPDATE","PI_AM",3
5,2020,8,2020,"IGNORED","BV",1
5,2020,8,2020,"MANUAL UPDATE","NB",1
5,2020,5,2020,"IGNORED","PAN",2
5,2020,10,2020,"IGNORED VALUE","BV",3
5,2020,7,2020,"IGNORED","BLACKSEA",14
5,2020,8,2020,"MANUAL UPDATE","PI_WE",3
5,2020,5,2020,"MANUAL UPDATE","PI_WE",2
5,2020,6,2020,"IGNORED","NG",7
5,2020,,,"PENDING","IR",2
5,2020,,,"PENDING","NIS",7
5,2020,6,2020,"IGNORED","NIS",1
5,2020,5,2020,"MANUAL UPDATE","NIS",1
5,2020,5,2020,"MANUAL UPDATE","PI_ST",1
5,2020,5,2020,"MANUAL UPDATE","VN",1
5,2020,12,2020,"MANUAL UPDATE","NK",2
5,2020,5,2020,"IGNORED","VZ",1
5,2020,8,2020,"MANUAL UPDATE","DB",1
5,2020,9,2020,"IGNORED","IB",1
5,2020,5,2020,"IGNORED","CS",32
5,2020,7,2020,"IGNORED","PI_SM",1
5,2020,8,2020,"MANUAL UPDATE","PI_SM",5
5,2020,9,2020,"MANUAL UPDATE","CS",40
5,2020,11,2020,"MANUAL UPDATE","CS",2
5,2020,7,2020,"MANUAL UPDATE","KR",2
5,2020,11,2020,"MANUAL UPDATE","PI_SK",1
6,2020,9,2020,"IGNORED","VUT",1
6,2020,6,2020,"IGNORED","NG",28
6,2020,8,2020,"MANUAL UPDATE","PI_AM",3
6,2020,9,2020,"IGNORED","PI_AM",2
6,2020,7,2020,"MANUAL UPDATE","BV",3
6,2020,9,2020,"MANUAL UPDATE","DMA",1
6,2020,6,2020,"MANUAL UPDATE","NK",7
6,2020,6,2020,"MANUAL UPDATE","PI_JS",2
6,2020,9,2020,"MANUAL UPDATE","KR",3
6,2020,8,2020,"IGNORED","KR",1
6,2020,7,2020,"MANUAL UPDATE","PI_WE",4
6,2020,7,2020,"MANUAL UPDATE","PI_SK",2
6,2020,8,2020,"IGNORED","IR",2
6,2020,6,2020,"IGNORED","TGO",1
6,2020,9,2020,"MANUAL UPDATE","AMSA",2
6,2020,6,2020,"IGNORED","PI_SM",3
6,2020,7,2020,"MANUAL UPDATE","TU",1
6,2020,7,2020,"MANUAL UPDATE","NG",7
6,2020,,,"PENDING","MLT",1
6,2020,9,2020,"IGNORED","PI_SK",4
6,2020,8,2020,"IGNORED","AMSA",1
6,2020,8,2020,"MANUAL UPDATE","KI",34
6,2020,7,2020,"MANUAL UPDATE","KI",11
6,2020,10,2020,"IGNORED","KI",21
6,2020,8,2020,"IGNORED","KI",21
6,2020,8,2020,"IGNORED","PI_SM",7
6,2020,8,2020,"MANUAL UPDATE","RINA",19
6,2020,9,2020,"MANUAL UPDATE","RINA",11
6,2020,7,2020,"IGNORED","FRO",1
6,2020,9,2020,"IGNORED","ML",2
6,2020,9,2020,"MANUAL UPDATE","UKR",2
6,2020,7,2020,"MANUAL UPDATE","VCT",1
6,2020,8,2020,"MANUAL UPDATE","PI_GA",25
7,2020,7,2020,"IGNORED","IR",9
7,2020,10,2020,"IGNORED","IR",1
7,2020,7,2020,"IGNORED","AMSA",6
7,2020,,,"PENDING","NG",6
7,2020,,,"PENDING","LBR",7
7,2020,10,2020,"MANUAL UPDATE","LBR",2
7,2020,12,2020,"IGNORED","BLACKSEA",3
7,2020,10,2020,"IGNORED","IB",1
7,2020,,,"PENDING","PI_AM",23
7,2020,9,2020,"IGNORED","GEO",1
7,2020,8,2020,"MANUAL UPDATE","AMSA",3
7,2020,9,2020,"IGNORED","KI",2
7,2020,9,2020,"MANUAL UPDATE","PI_SK",10
7,2020,,,"PENDING","TUR",6
7,2020,10,2020,"MANUAL UPDATE","PI_WE",2
7,2020,8,2020,"MANUAL UPDATE","NK",7
7,2020,8,2020,"IGNORED VALUE","PI_JS",1
7,2020,7,2020,"IGNORED","VUT",2
7,2020,,,"PENDING","VN",4
7,2020,8,2020,"MANUAL UPDATE","PI_ST",4
7,2020,7,2020,"MANUAL UPDATE","PI_ST",2
7,2020,7,2020,"IGNORED","GHOST_VESSEL",4
7,2020,12,2020,"MANUAL UPDATE","CS",2
7,2020,,,"PENDING","UKR",46
7,2020,12,2020,"IGNORED","UKR",1
7,2020,11,2020,"MANUAL UPDATE","UKR",1
7,2020,9,2020,"MANUAL UPDATE","PI_GA",3
7,2020,11,2020,"IGNORED","PI_GA",1
7,2020,10,2020,"MANUAL UPDATE","PI_SM",3
7,2020,9,2020,"MANUAL UPDATE","AMSA",2
7,2020,7,2020,"IGNORED","DB",1
7,2020,10,2020,"MANUAL UPDATE","VCT",2
8,2020,10,2020,"MANUAL UPDATE","PI_LS",1
8,2020,10,2020,"IGNORED","IOM",1
8,2020,8,2020,"IGNORED","VUT",7
8,2020,8,2020,"MANUAL UPDATE","KI",3
8,2020,12,2020,"IGNORED","BV",3
8,2020,11,2020,"MANUAL UPDATE","BV",3
8,2020,9,2020,"MANUAL UPDATE","PI_AM",3
8,2020,9,2020,"MANUAL UPDATE","AMSA",2
8,2020,8,2020,"IGNORED","GRC",1
8,2020,8,2020,"IGNORED","GHOST_VESSEL",4
8,2020,9,2020,"MANUAL UPDATE","KP",1
8,2020,10,2020,"IGNORED","BLACKSEA",44
8,2020,8,2020,"IGNORED","GIB",2
8,2020,8,2020,"IGNORED","MHL",46
8,2020,11,2020,"IGNORED","MLT",1
8,2020,9,2020,"MANUAL UPDATE","NK",10
8,2020,12,2020,"MANUAL UPDATE","NK",2
8,2020,9,2020,"MANUAL UPDATE","PI_WE",4
8,2020,8,2020,"IGNORED","IR",6
8,2020,11,2020,"IGNORED","PI_JS",1
8,2020,9,2020,"IGNORED","CS",11
8,2020,8,2020,"IGNORED","RINA",10
8,2020,8,2020,"MANUAL UPDATE","VN",1
8,2020,11,2020,"IGNORED","PI_ST",2
8,2020,10,2020,"IGNORED","AMSA",1
8,2020,8,2020,"IGNORED","AMSA",17
8,2020,,,"PENDING","AMSA",4
8,2020,11,2020,"IGNORED","PI_SK",3
8,2020,8,2020,"IGNORED","VDM",2
8,2020,9,2020,"IGNORED","RINA",2
8,2020,12,2020,"MANUAL UPDATE","RINA",3
9,2020,9,2020,"IGNORED","PI_GA",38
9,2020,9,2020,"IGNORED","PI_SM",21
9,2020,9,2020,"IGNORED","PI_ST",27
9,2020,10,2020,"IGNORED","CS",7
9,2020,10,2020,"IGNORED VALUE","CS",2
9,2020,12,2020,"MANUAL UPDATE","PI_AM",3
9,2020,10,2020,"MANUAL UPDATE","PI_AM",6
9,2020,,,"PENDING","PI_AM",17
9,2020,11,2020,"IGNORED","BV",7
9,2020,11,2020,"MANUAL UPDATE","BV",6
9,2020,9,2020,"MANUAL UPDATE","KR",6
9,2020,10,2020,"MANUAL UPDATE","KR",3
9,2020,12,2020,"MANUAL UPDATE","KR",6
9,2020,12,2020,"MANUAL UPDATE","LBR",2
9,2020,12,2020,"IGNORED","LBR",3
9,2020,10,2020,"IGNORED","PI_SC",61
9,2020,,,"PENDING","IR",11
9,2020,12,2020,"IGNORED","NB",2
9,2020,9,2020,"MANUAL UPDATE","NB",1
9,2020,12,2020,"MANUAL UPDATE","PI_SM",3
9,2020,9,2020,"IGNORED","TUR",5
9,2020,11,2020,"IGNORED","PI_WE",9
9,2020,12,2020,"MANUAL UPDATE","PI_SK",2
9,2020,,,"PENDING","PI_SK",32
9,2020,,,"PENDING","NK",30
9,2020,12,2020,"IGNORED","PI_BM",5
9,2020,11,2020,"MANUAL UPDATE","PI_BM",3
9,2020,9,2020,"MANUAL UPDATE","PI_SC",11
9,2020,12,2020,"IGNORED","CS",3
9,2020,,,"PENDING","CUW",1
9,2020,,,"PENDING","PI_ST",22
9,2020,10,2020,"MANUAL UPDATE","PI_ST",3
9,2020,10,2020,"MANUAL UPDATE","PI_BM",3
9,2020,,,"PENDING","VDM",77
9,2020,9,2020,"IGNORED","IB",3
9,2020,10,2020,"IGNORED","PH",3
9,2020,12,2020,"IGNORED","MHL",2
9,2020,12,2020,"MANUAL UPDATE","DB",1
9,2020,9,2020,"IGNORED","PI_LS",2
9,2020,10,2020,"IGNORED","NG",36
10,2020,,,"PENDING","CS",34
10,2020,10,2020,"MANUAL UPDATE","CS",3
10,2020,10,2020,"IGNORED","PI_GA",19
10,2020,11,2020,"MANUAL UPDATE","BV",15
10,2020,2,2021,"MANUAL UPDATE","BV",1
10,2020,,,"PENDING","PI_GA",23
10,2020,10,2020,"MANUAL UPDATE","PI_GA",4
10,2020,12,2020,"IGNORED","PI_GA",11
10,2020,11,2020,"IGNORED","PI_GA",9
10,2020,11,2020,"MANUAL UPDATE","PI_SK",5
10,2020,12,2020,"MANUAL UPDATE","PI_BM",11
10,2020,11,2020,"IGNORED","TUR",4
10,2020,12,2020,"IGNORED","PI_SC",2
10,2020,10,2020,"MANUAL UPDATE","PI_SC",3
10,2020,10,2020,"IGNORED","PI_SC",18
10,2020,10,2020,"IGNORED","COK",36
10,2020,11,2020,"MANUAL UPDATE","PI_WE",7
10,2020,10,2020,"IGNORED","TGO",3
10,2020,10,2020,"IGNORED VALUE","LBR",1
10,2020,10,2020,"MANUAL UPDATE","VN",2
10,2020,,,"PENDING","IR",8
10,2020,11,2020,"MANUAL UPDATE","PI_BM",14
10,2020,10,2020,"IGNORED","GIB",1
10,2020,10,2020,"IGNORED","PR",6
10,2020,10,2020,"IGNORED","VDM",4
10,2020,10,2020,"IGNORED VALUE","RINA",9
10,2020,10,2020,"MANUAL UPDATE","PI_SM",2
10,2020,12,2020,"MANUAL UPDATE","CAN",4
10,2020,10,2020,"MANUAL UPDATE","VCT",1
11,2020,12,2020,"IGNORED","PI_SK",11
11,2020,11,2020,"MANUAL UPDATE","VUT",1
11,2020,12,2020,"IGNORED","PI_BM",6
11,2020,11,2020,"IGNORED","TU",4
11,2020,11,2020,"MANUAL UPDATE","LBR",1
11,2020,11,2020,"MANUAL UPDATE","CS",4
11,2020,11,2020,"IGNORED","PI_BM",18
11,2020,12,2020,"MANUAL UPDATE","TGO",1
11,2020,12,2020,"IGNORED","DB",6
11,2020,,,"PENDING","NB",8
11,2020,,,"PENDING","TUR",21
11,2020,11,2020,"IGNORED VALUE","NK",2
11,2020,11,2020,"MANUAL UPDATE","PI_JS",2
11,2020,12,2020,"IGNORED","PI_JS",5
11,2020,,,"PENDING","VN",12
11,2020,12,2020,"MANUAL UPDATE","PI_ST",13
11,2020,11,2020,"IGNORED","AMSA",1
11,2020,11,2020,"IGNORED","PI_BR",12
11,2020,,,"PENDING","IB",1
11,2020,12,2020,"IGNORED","RINA",5
11,2020,,,"PENDING","VCT",11
11,2020,12,2020,"IGNORED","VCT",2
12,2020,12,2020,"IGNORED","PI_ST",27
12,2020,,,"PENDING","LUX",26
12,2020,,,"PENDING","PI_AM",70
12,2020,1,2021,"MANUAL UPDATE","TGO",1
12,2020,,,"PENDING","PI_WE",67
12,2020,,,"PENDING","PI_JS",12
12,2020,,,"PENDING","NK",71
12,2020,12,2020,"MANUAL UPDATE","NK",12
12,2020,2,2021,"IGNORED","NK",2
12,2020,,,"PENDING","TUR",20
12,2020,12,2020,"MANUAL UPDATE","TUR",2
12,2020,,,"PENDING","CAN",11
12,2020,,,"PENDING","PI_BM",26
12,2020,12,2020,"IGNORED","KP",5
12,2020,12,2020,"IGNORED","TU",4
12,2020,12,2020,"IGNORED","BLACKSEA",1
12,2020,12,2020,"IGNORED","PR",6
12,2020,1,2021,"MANUAL UPDATE","PI_BM",1
12,2020,,,"PENDING","PLW",5
12,2020,1,2021,"MANUAL UPDATE","KR",1
12,2020,1,2021,"MANUAL UPDATE","PI_SM",3
12,2020,12,2020,"MANUAL UPDATE","PI_SM",2
12,2020,12,2020,"IGNORED","LR",32
12,2020,,,"PENDING","DB",7
1,2021,,,"PENDING","CS",49
1,2021,1,2021,"IGNORED","BV",63
1,2021,1,2021,"IGNORED","KI",1
1,2021,1,2021,"IGNORED","PI_WE",54
1,2021,,,"PENDING","TUR",15
1,2021,,,"PENDING","NB",1
1,2021,,,"PENDING","PI_WE",13
1,2021,1,2021,"IGNORED","AMSA",7
1,2021,1,2021,"MANUAL UPDATE","CUW",3
1,2021,2,2021,"MANUAL UPDATE","PI_SK",15
1,2021,,,"PENDING","UKR",3
1,2021,2,2021,"MANUAL UPDATE","PI_BM",4
1,2021,2,2021,"MANUAL UPDATE","MHL",11
1,2021,,,"PENDING","BK",7
1,2021,1,2021,"IGNORED","PI_JS",20
1,2021,2,2021,"MANUAL UPDATE","KR",11
1,2021,,,"PENDING","AMSA",1
1,2021,1,2021,"MANUAL UPDATE","PI_SM",7
1,2021,,,"PENDING","PLW",3
1,2021,2,2021,"MANUAL UPDATE","PLW",2
1,2021,1,2021,"IGNORED","GIBSONS",4
1,2021,2,2021,"MANUAL UPDATE","AMSA",3
1,2021,,,"PENDING","TGO",3
2,2021,2,2021,"MANUAL UPDATE","CS",7
2,2021,2,2021,"IGNORED","PI_AM",14
2,2021,2,2021,"IGNORED","DMA",1
2,2021,2,2021,"IGNORED","PI_SM",6
2,2021,2,2021,"IGNORED","AMSA",4
2,2021,,,"PENDING","IB",1
2,2021,,,"PENDING","IR",23
2,2021,2,2021,"MANUAL UPDATE","NK",15
2,2021,,,"PENDING","NK",58
2,2021,2,2021,"IGNORED","NK",38
2,2021,,,"PENDING","UKR",10
2,2021,2,2021,"IGNORED","CYP",2
2,2021,,,"PENDING","AMSA",5
2,2021,,,"PENDING","NIU",14
2,2021,,,"PENDING","PR",106
1,2020,1,2020,"IGNORED","PI_LS",3
1,2020,1,2020,"IGNORED","KR",26
1,2020,1,2020,"IGNORED","PI_AM",20
1,2020,4,2020,"MANUAL UPDATE","PI_AM",2
1,2020,8,2020,"MANUAL UPDATE","PI_AM",1
1,2020,8,2020,"IGNORED","PI_GA",4
1,2020,8,2020,"IGNORED","ML",1
1,2020,3,2020,"IGNORED","LBR",6
1,2020,2,2020,"IGNORED","LBR",4
1,2020,3,2020,"IGNORED","VCT",3
1,2020,9,2020,"MANUAL UPDATE","BV",1
1,2020,2,2020,"MANUAL UPDATE","DB",1
1,2020,1,2020,"IGNORED","MLT",9
1,2020,3,2020,"IGNORED","MLT",2
1,2020,3,2020,"IGNORED","PH",6
1,2020,4,2020,"IGNORED","GEO",1
1,2020,8,2020,"MANUAL UPDATE","GEO",1
1,2020,4,2020,"MANUAL UPDATE","MHL",3
1,2020,4,2020,"IGNORED","MHL",3
1,2020,2,2020,"IGNORED","NK",2
1,2020,3,2020,"MANUAL UPDATE","NK",21
1,2020,1,2020,"IGNORED","PI_NE",5
1,2020,1,2020,"IGNORED","VN",10
1,2020,4,2020,"MANUAL UPDATE","NIS",3
1,2020,2,2020,"MANUAL UPDATE","NIS",2
1,2020,2,2020,"MANUAL UPDATE","KR",7
1,2020,,,"PENDING","MHL",5
1,2020,2,2020,"IGNORED","MHL",1
1,2020,1,2020,"MANUAL UPDATE","NG",8
1,2020,9,2020,"MANUAL UPDATE","NG",2
1,2020,3,2020,"IGNORED","FRA",6
1,2020,8,2020,"MANUAL UPDATE","AMSA",1
1,2020,1,2020,"IGNORED","BLZ",5
1,2020,2,2020,"IGNORED","PI_SM",3
1,2020,5,2020,"IGNORED","PI_SM",1
1,2020,5,2020,"MANUAL UPDATE","PI_SM",1
1,2020,9,2020,"IGNORED","PI_SM",1
1,2020,9,2020,"IGNORED","GIBSONS",4
1,2020,3,2020,"IGNORED","GIBSONS",19
1,2020,5,2020,"MANUAL UPDATE","RINA",2
1,2020,8,2020,"MANUAL UPDATE","CM",1
1,2020,2,2020,"MANUAL UPDATE","VZ",1
1,2020,3,2020,"IGNORED","BLACKSEA",155
1,2020,2,2020,"IGNORED","BLACKSEA",18
1,2020,1,2020,"IGNORED","COK",3
1,2020,4,2020,"MANUAL UPDATE","COK",1
1,2020,3,2020,"IGNORED","PLW",3
1,2020,1,2020,"MANUAL UPDATE","PLW",6
1,2020,4,2020,"MANUAL UPDATE","PLW",1
1,2020,6,2020,"IGNORED","TUV",1
2,2020,3,2020,"IGNORED","PI_LS",3
2,2020,2,2020,"MANUAL UPDATE","PI_AM",3
